Date,Time,Station,WDR,TEMP,WSP,HUMID,SOLAR
16/02/2020,12:00:00,WALLSEND,161.2,25.4,2.5,65.3,502.3
16/02/2020,13:00:00,WALLSEND,160.5,25.4,2.8,67.4,470.1
16/02/2020,14:00:00,WALLSEND,145.2,25.2,4.3,69.3,644.8
16/02/2020,15:00:00,WALLSEND,143.8,25,5,68.8,587.3
16/02/2020,16:00:00,WALLSEND,148.8,24.8,4.2,68.5,469.1
16/02/2020,17:00:00,WALLSEND,143.9,24.1,4.1,73.5,158
16/02/2020,18:00:00,WALLSEND,130.4,23.5,2.9,77.3,51.7
16/02/2020,19:00:00,WALLSEND,118.9,23.1,1.9,79.2,4.1
16/02/2020,20:00:00,WALLSEND,122.1,22.7,1.4,80.4,-1.3
17/02/2020,07:00:00,WALLSEND,192.9,21.5,1.1,92.5,35.9
17/02/2020,08:00:00,WALLSEND,207.5,21.5,1,93.9,24.2
17/02/2020,09:00:00,WALLSEND,162.4,21.6,1.4,95.4,66.2
17/02/2020,10:00:00,WALLSEND,184.6,21.9,0.4,94.7,20.6
17/02/2020,11:00:00,WALLSEND,326,21.7,0.4,97.3,28.3
17/02/2020,12:00:00,WALLSEND,288.3,21.9,0.6,97.8,65.1
17/02/2020,13:00:00,WALLSEND,308.2,22.2,0.8,96,125.7
17/02/2020,14:00:00,WALLSEND,329,22.4,1.9,92.4,108.3
17/02/2020,15:00:00,WALLSEND,300.2,22.7,1.8,90.8,344.6
17/02/2020,16:00:00,WALLSEND,245.3,24.6,0.7,79.6,426.2
17/02/2020,17:00:00,WALLSEND,33,25.3,0.4,71.8,424.4
17/02/2020,18:00:00,WALLSEND,100.6,24.6,1.4,77.4,157.2
17/02/2020,19:00:00,WALLSEND,102.3,23,1.7,86.4,23.2
17/02/2020,20:00:00,WALLSEND,47.9,22.6,0.4,86.9,-1.6
17/02/2020,21:00:00,WALLSEND,351.3,21.7,0.7,90.4,-2
17/02/2020,22:00:00,WALLSEND,310.2,20.8,0.4,94.8,-1.9
17/02/2020,23:00:00,WALLSEND,38.6,20,0.4,97.3,-1.9
18/02/2020,01:00:00,WALLSEND,244.4,19.5,0.2,98.6,-1.9
18/02/2020,02:00:00,WALLSEND,198.3,19.1,0.4,98.7,-2
18/02/2020,03:00:00,WALLSEND,327.3,18.8,0.4,98.9,-1.9
18/02/2020,04:00:00,WALLSEND,71.9,18.1,0.3,99,-1.8
18/02/2020,05:00:00,WALLSEND,342.9,18.4,0.9,99.3,-1.3
18/02/2020,06:00:00,WALLSEND,5.4,18.5,0.6,99.5,5.1
18/02/2020,07:00:00,WALLSEND,352.9,18.7,1,99.6,69.4
18/02/2020,08:00:00,WALLSEND,352.1,19.9,0.7,99.6,209.4
18/02/2020,09:00:00,WALLSEND,6.6,23.3,1.3,89.1,581.5
18/02/2020,10:00:00,WALLSEND,353.5,26.4,2.1,69.2,775.2
18/02/2020,11:00:00,WALLSEND,336.4,28.1,2.3,62.4,922.5
18/02/2020,12:00:00,WALLSEND,328.6,29.7,2.7,55.9,1000.1
18/02/2020,13:00:00,WALLSEND,338.1,31.1,2.7,51.7,999.2
18/02/2020,14:00:00,WALLSEND,329.6,32.1,3.4,49.5,935.3
18/02/2020,15:00:00,WALLSEND,334.5,32.9,3.4,47.7,797.5
18/02/2020,16:00:00,WALLSEND,338.8,33.4,3.5,46.6,637.6
18/02/2020,17:00:00,WALLSEND,22.1,32.6,2.3,48.9,332.7
18/02/2020,18:00:00,WALLSEND,74.2,30.5,2,55.3,96.9
18/02/2020,19:00:00,WALLSEND,37.9,29.4,1.8,55.6,15
18/02/2020,20:00:00,WALLSEND,19.6,28.7,2.2,55.7,-2
19/02/2020,12:00:00,WALLSEND,328.9,28,3.6,43.9,1022.9
19/02/2020,13:00:00,WALLSEND,312.4,29.1,3.4,39.4,1031.4
19/02/2020,14:00:00,WALLSEND,318.8,29.7,3.7,35.2,965.6
19/02/2020,15:00:00,WALLSEND,320.2,30.5,3.8,30.6,834.7
19/02/2020,16:00:00,WALLSEND,135.4,28.2,2.6,42.2,532.5
19/02/2020,17:00:00,WALLSEND,115.9,27.9,2.8,44.4,431
19/02/2020,18:00:00,WALLSEND,127.3,26,3.4,47,177.9
19/02/2020,19:00:00,WALLSEND,137.2,24.4,2.6,56.2,11.8
19/02/2020,20:00:00,WALLSEND,167.7,23.1,1,67.3,-2.7
19/02/2020,21:00:00,WALLSEND,282.7,21.6,0.9,74.4,-2.7
19/02/2020,22:00:00,WALLSEND,282.5,20.1,0.5,81.3,-2.6
19/02/2020,23:00:00,WALLSEND,215,19,0.3,86.8,-2.6
20/02/2020,01:00:00,WALLSEND,242.1,17.2,0.3,84.4,-2.5
20/02/2020,02:00:00,WALLSEND,206.1,16.2,0.5,85.4,-2.6
20/02/2020,03:00:00,WALLSEND,210.1,16.2,0.4,81.1,-2.5
20/02/2020,04:00:00,WALLSEND,198.5,15.9,0.6,82.2,-2.6
20/02/2020,05:00:00,WALLSEND,205.6,15.9,0.8,80.1,-2.8
20/02/2020,06:00:00,WALLSEND,211.3,16.1,1,80,5.2
20/02/2020,07:00:00,WALLSEND,174.4,18.1,0.4,74.3,134.1
20/02/2020,08:00:00,WALLSEND,152.3,21.8,0.7,67.5,360.1
20/02/2020,09:00:00,WALLSEND,222.1,23.6,1.1,57.2,560.7
20/02/2020,10:00:00,WALLSEND,165.9,24.5,1.7,47.9,806.2
20/02/2020,11:00:00,WALLSEND,154.5,24.4,3,51.4,720.1
20/02/2020,12:00:00,WALLSEND,156,22.8,3.4,64.8,400.3
20/02/2020,13:00:00,WALLSEND,155.7,22.4,3.8,65.7,430.9
20/02/2020,14:00:00,WALLSEND,141.4,22.4,4.7,67.6,543.4
20/02/2020,15:00:00,WALLSEND,145.1,23,5,62.2,758.9
20/02/2020,16:00:00,WALLSEND,143.8,22.2,4.6,63.3,283.2
20/02/2020,17:00:00,WALLSEND,144.8,22,4.4,63.8,162.9
20/02/2020,18:00:00,WALLSEND,144.2,21.5,4.3,65.2,111.5
20/02/2020,19:00:00,WALLSEND,143.3,21,3.1,66.5,12.2
20/02/2020,20:00:00,WALLSEND,150,20.7,1.5,68.2,-2.3
20/02/2020,21:00:00,WALLSEND,135.8,21.2,1.9,68.1,-2
20/02/2020,22:00:00,WALLSEND,123.3,21.3,2.4,68.7,-1.4
20/02/2020,23:00:00,WALLSEND,122.2,21.1,2.1,68.9,-1.4
21/02/2020,01:00:00,WALLSEND,145.8,20.1,0.7,72.3,-1.9
21/02/2020,02:00:00,WALLSEND,222.8,19.9,0.4,76.5,-1.4
21/02/2020,03:00:00,WALLSEND,156.2,20,1.1,72.9,-1.9
21/02/2020,04:00:00,WALLSEND,197.9,19,0.5,75.5,-2
21/02/2020,05:00:00,WALLSEND,211.2,17.4,0.5,83.8,-1.9
21/02/2020,06:00:00,WALLSEND,225.6,16.6,0.3,86.7,5.4
21/02/2020,07:00:00,WALLSEND,198.2,18,0.5,84.8,98
21/02/2020,08:00:00,WALLSEND,68.8,21.1,0.3,72.6,272.4
21/02/2020,09:00:00,WALLSEND,84.3,23.3,1,61.5,534.6
21/02/2020,10:00:00,WALLSEND,84.5,23.8,1.5,57.7,593.8
21/02/2020,11:00:00,WALLSEND,108.9,24.1,2.4,57.5,739.2
21/02/2020,12:00:00,WALLSEND,103.3,24.6,2.2,57.2,832.6
21/02/2020,13:00:00,WALLSEND,96.8,24.4,3.4,59.6,700.8
21/02/2020,14:00:00,WALLSEND,115,23.9,4.1,62.1,526
21/02/2020,15:00:00,WALLSEND,109.8,23.7,3.8,63.5,512.3
21/02/2020,16:00:00,WALLSEND,122.1,23.7,4.2,63.5,519.6
21/02/2020,17:00:00,WALLSEND,114.2,23.1,3.8,65.3,249.4
21/02/2020,18:00:00,WALLSEND,119,22.5,4.1,66.1,98
21/02/2020,19:00:00,WALLSEND,115.2,22,3.2,66.7,11.4
21/02/2020,20:00:00,WALLSEND,123.8,21.8,3.1,65.8,-2.5
21/02/2020,21:00:00,WALLSEND,124.6,21.8,2.9,66.5,-1.8
21/02/2020,22:00:00,WALLSEND,116.3,21.2,2.3,68.9,-2.7
21/02/2020,23:00:00,WALLSEND,131.2,20.5,0.9,72.6,-2.4
22/02/2020,01:00:00,WALLSEND,211.3,18.2,0.7,85.6,-2.2
22/02/2020,02:00:00,WALLSEND,218.5,17.6,0.5,89.2,-2.2
22/02/2020,03:00:00,WALLSEND,207.5,17.2,0.5,90.4,-2.2
22/02/2020,04:00:00,WALLSEND,201,17.4,0.4,90.6,-1.8
22/02/2020,05:00:00,WALLSEND,166.8,18.4,0.4,88.3,-2
22/02/2020,06:00:00,WALLSEND,159.6,19.8,0.8,83.1,5.6
22/02/2020,07:00:00,WALLSEND,208.5,19.7,0.7,87.9,110.7
22/02/2020,08:00:00,WALLSEND,134.6,22.4,1.6,73.3,336.3
22/02/2020,09:00:00,WALLSEND,105.6,23.5,3.1,64.7,440
22/02/2020,10:00:00,WALLSEND,112,23.4,3.5,64.6,459.9
22/02/2020,11:00:00,WALLSEND,106.8,24.5,3.5,59.8,830.4
22/02/2020,12:00:00,WALLSEND,114.9,24,4,63,499.6
22/02/2020,13:00:00,WALLSEND,123.1,24.7,4.3,61.2,926.2
22/02/2020,14:00:00,WALLSEND,104,24.7,4.1,60.6,767.5
22/02/2020,15:00:00,WALLSEND,110.1,23.6,4.2,64.5,302.4
22/02/2020,16:00:00,WALLSEND,117.8,23.2,4.7,65.9,241.6
22/02/2020,17:00:00,WALLSEND,114.6,22.9,4.7,69.9,180.1
22/02/2020,18:00:00,WALLSEND,111.3,22.1,4.2,72.4,52.3
22/02/2020,19:00:00,WALLSEND,112.8,21.8,4,76,5.1
22/02/2020,20:00:00,WALLSEND,111.7,21.8,3.5,75.5,-1.5
22/02/2020,21:00:00,WALLSEND,104.3,22.3,3.4,68.8,-1.6
22/02/2020,22:00:00,WALLSEND,92.9,22.3,3.1,67.9,-1.4
22/02/2020,23:00:00,WALLSEND,81.7,22,2.3,70.9,-1.4
23/02/2020,01:00:00,WALLSEND,58.5,20.9,1.1,72.2,-2.2
23/02/2020,02:00:00,WALLSEND,63.1,20.3,0.8,72.1,-2.6
23/02/2020,03:00:00,WALLSEND,100.1,19.9,0.5,75.2,-2.4
23/02/2020,04:00:00,WALLSEND,60.1,19.9,0.5,76.7,-2.2
23/02/2020,05:00:00,WALLSEND,54.8,19.7,0.2,78.6,-1.9
23/02/2020,06:00:00,WALLSEND,207.7,19.1,0.4,82.8,5.5
23/02/2020,07:00:00,WALLSEND,197.4,20,0.3,80.9,112.2
23/02/2020,08:00:00,WALLSEND,84.2,22.6,1.6,68.7,327.5
23/02/2020,09:00:00,WALLSEND,71.6,23.3,2.1,61.6,422.9
23/02/2020,10:00:00,WALLSEND,68.8,23.6,1.9,60.3,449.3
23/02/2020,11:00:00,WALLSEND,80.8,24.2,2.4,57.6,483.5
23/02/2020,12:00:00,WALLSEND,88.1,24.6,2.7,53.3,606
23/02/2020,13:00:00,WALLSEND,94.1,24.3,2.8,50.5,335
23/02/2020,14:00:00,WALLSEND,107.6,24.3,3.1,54.6,534.7
23/02/2020,15:00:00,WALLSEND,112.8,24.2,3.5,56.7,389.8
23/02/2020,16:00:00,WALLSEND,109.9,24.3,3.7,57.3,445.3
23/02/2020,17:00:00,WALLSEND,105.4,23.5,3.9,62.9,228.3
23/02/2020,18:00:00,WALLSEND,100.5,22.9,3.1,66.9,105.8
23/02/2020,19:00:00,WALLSEND,81.3,22.5,2.5,65.9,9.3
23/02/2020,20:00:00,WALLSEND,80.5,22.1,1.9,69,-1.8
23/02/2020,21:00:00,WALLSEND,73.3,21.8,1,72,-1.9
23/02/2020,22:00:00,WALLSEND,63.9,21.5,0.6,74.3,-1.9
23/02/2020,23:00:00,WALLSEND,11.4,21.1,0.4,77.3,-1.7
24/02/2020,01:00:00,WALLSEND,16.3,20.1,0.1,83.8,-1.6
24/02/2020,02:00:00,WALLSEND,355.2,19.9,0.2,85,-1.7
24/02/2020,03:00:00,WALLSEND,204.3,19.6,0.3,86.5,-1.7
24/02/2020,04:00:00,WALLSEND,247.8,19.3,0.3,88.4,-1.5
24/02/2020,05:00:00,WALLSEND,223.5,19.1,0.3,89.4,-1.5
24/02/2020,06:00:00,WALLSEND,206.7,19.2,0.5,89,1.1
24/02/2020,07:00:00,WALLSEND,216.4,19.7,0.4,87.6,31.4
24/02/2020,08:00:00,WALLSEND,60.4,20.7,0.3,85.5,133.7
24/02/2020,09:00:00,WALLSEND,1.5,21.9,0.6,79,263.4
24/02/2020,10:00:00,WALLSEND,71.7,22.7,1.2,73.9,388.2
24/02/2020,11:00:00,WALLSEND,49.7,24.1,1.8,67.2,598.5
24/02/2020,12:00:00,WALLSEND,60.4,24.4,1.7,66.6,408.6
24/02/2020,13:00:00,WALLSEND,99.9,24.2,1.8,68,403.9
24/02/2020,14:00:00,WALLSEND,99.8,25.8,1.3,59.9,676.7
24/02/2020,15:00:00,WALLSEND,112.7,25.7,2.7,59.7,415.5
24/02/2020,16:00:00,WALLSEND,109.1,24.6,2.9,64.6,192.6
24/02/2020,17:00:00,WALLSEND,104.4,23.9,3.6,72.3,137.6
24/02/2020,18:00:00,WALLSEND,105.7,23.5,2.7,74.2,56
24/02/2020,19:00:00,WALLSEND,100.3,23,2.2,76.9,5.8
24/02/2020,20:00:00,WALLSEND,86,22.7,1.5,78.7,-1.6
24/02/2020,21:00:00,WALLSEND,22.4,22.4,0.6,80.6,-1.6
24/02/2020,22:00:00,WALLSEND,89.4,22,0.7,83.7,-1.7
24/02/2020,23:00:00,WALLSEND,49.7,21.9,0.3,84.6,-1.6
25/02/2020,01:00:00,WALLSEND,12.2,21.1,0.7,88.6,-2
25/02/2020,02:00:00,WALLSEND,297.4,20.5,0.3,90.7,-2.1
25/02/2020,03:00:00,WALLSEND,194.7,19.7,0.3,94.2,-1.9
25/02/2020,04:00:00,WALLSEND,171,19.5,0.1,93.7,-2
25/02/2020,05:00:00,WALLSEND,215.6,19.3,0.4,94,-1.9
25/02/2020,06:00:00,WALLSEND,139.3,19.3,0.5,95.1,4
25/02/2020,07:00:00,WALLSEND,314.3,20.5,0.5,89.7,126.9
25/02/2020,08:00:00,WALLSEND,9,22.2,1.2,81.2,342.2
25/02/2020,09:00:00,WALLSEND,12.9,23.5,2.2,73.6,573.1
25/02/2020,10:00:00,WALLSEND,26.2,25.1,1.8,67.2,767.4
25/02/2020,11:00:00,WALLSEND,13.2,26.7,1,60,873.6
25/02/2020,12:00:00,WALLSEND,350,28,1.1,53.8,1019
25/02/2020,13:00:00,WALLSEND,82.9,28.5,1.8,54,955.4
25/02/2020,14:00:00,WALLSEND,107.8,28.1,4,57.8,913
25/02/2020,15:00:00,WALLSEND,104.2,28.1,4.5,56.7,807.2
25/02/2020,16:00:00,WALLSEND,103.7,28.1,4.3,57.5,619.9
25/02/2020,17:00:00,WALLSEND,93.2,27.7,3.8,60.3,386.8
25/02/2020,18:00:00,WALLSEND,36,26.9,2.6,62.6,133.2
25/02/2020,19:00:00,WALLSEND,40.3,25.2,1.5,68.8,7.9
25/02/2020,20:00:00,WALLSEND,49.2,23.8,1,74.6,-2.5
25/02/2020,21:00:00,WALLSEND,29.1,22.9,0.9,80.5,-2.5
25/02/2020,22:00:00,WALLSEND,44.9,22.3,0.7,84.8,-2.6
25/02/2020,23:00:00,WALLSEND,34.6,21.8,0.5,88.3,-2.4
26/02/2020,01:00:00,WALLSEND,28.1,20.9,0.5,91.9,-2.2
26/02/2020,02:00:00,WALLSEND,6.1,20.3,0.5,94.3,-2
26/02/2020,03:00:00,WALLSEND,349.9,19.5,0.2,96.5,-2
26/02/2020,04:00:00,WALLSEND,37.9,19.2,0.5,97.9,-2.1
26/02/2020,05:00:00,WALLSEND,2.3,19,0.8,98.3,-2.2
26/02/2020,06:00:00,WALLSEND,17.1,18.9,0.8,98.4,4
26/02/2020,07:00:00,WALLSEND,5.7,19.5,1.1,98.1,66.8
26/02/2020,08:00:00,WALLSEND,351.3,23.1,1.5,85.3,372
26/02/2020,09:00:00,WALLSEND,325.8,26.8,3,64.5,447.6
26/02/2020,10:00:00,WALLSEND,318.7,27.9,3.7,60.2,530.6
26/02/2020,11:00:00,WALLSEND,321,29.7,4.5,55,792.7
26/02/2020,12:00:00,WALLSEND,313.6,31,4.8,49.9,935.5
26/02/2020,13:00:00,WALLSEND,317.2,32,4.6,47.1,919.7
26/02/2020,14:00:00,WALLSEND,323.6,32.1,4,47.4,635.9
26/02/2020,15:00:00,WALLSEND,148.5,23.3,3.9,79.8,24.7
26/02/2020,16:00:00,WALLSEND,30.6,20.8,0.8,94.6,88.1
26/02/2020,17:00:00,WALLSEND,357.8,22.1,0.8,89.7,76.6
26/02/2020,18:00:00,WALLSEND,338.2,23.8,1.9,81.9,71
26/02/2020,19:00:00,WALLSEND,325.1,24.4,2,76.9,6.7
26/02/2020,20:00:00,WALLSEND,336.1,24,1.1,75.1,-1.6
26/02/2020,21:00:00,WALLSEND,315.7,24.2,0.9,72.1,-2.1
26/02/2020,22:00:00,WALLSEND,195.3,22.2,3,82.1,-0.7
26/02/2020,23:00:00,WALLSEND,192,21.6,3.2,83.3,-1.1
27/02/2020,01:00:00,WALLSEND,185.3,20.7,2.3,83.6,-1.3
27/02/2020,02:00:00,WALLSEND,183.9,19.7,2,88.7,-1.9
27/02/2020,03:00:00,WALLSEND,181,19.4,2.1,89.7,-1.6
27/02/2020,04:00:00,WALLSEND,189.4,19.3,1.6,89.6,-1.4
27/02/2020,05:00:00,WALLSEND,204.6,19.2,1.2,90.2,-1.2
27/02/2020,06:00:00,WALLSEND,221.6,19.2,1,89.3,0
27/02/2020,07:00:00,WALLSEND,210,19.4,1,86.9,20.9
27/02/2020,08:00:00,WALLSEND,200.3,20.1,1.2,84.3,76.3
27/02/2020,09:00:00,WALLSEND,163.2,20.5,1,81.3,88.9
27/02/2020,10:00:00,WALLSEND,139.3,20.6,0.8,83.1,127.3
27/02/2020,11:00:00,WALLSEND,167.9,21.5,0.8,77.8,276.8
27/02/2020,12:00:00,WALLSEND,148.1,22.8,0.8,70.3,474.2
27/02/2020,13:00:00,WALLSEND,138.6,23.3,1.2,67.9,347
27/02/2020,14:00:00,WALLSEND,137.2,23.1,2,68.1,260.9
27/02/2020,15:00:00,WALLSEND,131.3,23.5,2.2,67.5,494.9
27/02/2020,16:00:00,WALLSEND,93.6,23.9,2.2,67.3,504.8
27/02/2020,17:00:00,WALLSEND,90,23.7,2.7,69.5,334.6
27/02/2020,18:00:00,WALLSEND,89.6,23.1,2.3,73.3,117.1
27/02/2020,19:00:00,WALLSEND,56,22.3,0.9,78.8,8.3
27/02/2020,20:00:00,WALLSEND,59.3,21.5,0.5,83.7,-2.4
27/02/2020,21:00:00,WALLSEND,87.3,21,0.4,86.7,-2.3
27/02/2020,22:00:00,WALLSEND,166.6,20.7,0.2,87.7,-2.3
27/02/2020,23:00:00,WALLSEND,238.6,19.8,0.3,91.3,-2.2
28/02/2020,01:00:00,WALLSEND,253.4,18.2,0.3,96.8,-2.1
28/02/2020,02:00:00,WALLSEND,224.7,17.8,0.4,97.7,-2.3
28/02/2020,03:00:00,WALLSEND,190.2,17.6,0.3,98.2,-2.1
28/02/2020,04:00:00,WALLSEND,247.4,17.2,0.2,98.4,-2.2
28/02/2020,05:00:00,WALLSEND,323,16.6,0.2,98.7,-2.2
28/02/2020,06:00:00,WALLSEND,276.6,15.9,0.3,98.9,2.5
28/02/2020,07:00:00,WALLSEND,218.9,17.3,0.2,98.2,124.3
28/02/2020,08:00:00,WALLSEND,234.9,20.9,1.1,71.5,325.5
28/02/2020,09:00:00,WALLSEND,209.8,23.1,1.9,49.9,580.7
28/02/2020,10:00:00,WALLSEND,202.8,24.2,2.2,43.5,782
28/02/2020,11:00:00,WALLSEND,208.6,24.8,2.3,45.4,927.8
28/02/2020,12:00:00,WALLSEND,200.3,25.2,2.4,43.3,1011.8
28/02/2020,13:00:00,WALLSEND,165,25.1,4,43.4,1023.8
28/02/2020,14:00:00,WALLSEND,163,25.2,4.1,48.5,954.7
28/02/2020,15:00:00,WALLSEND,157.4,24.6,4.8,57.7,818.7
28/02/2020,16:00:00,WALLSEND,155.1,24.2,5.2,62.6,620.5
28/02/2020,17:00:00,WALLSEND,158.1,23.5,4.5,66.4,336.7
28/02/2020,18:00:00,WALLSEND,146.4,22.6,5.6,66.2,91.4
28/02/2020,19:00:00,WALLSEND,149.6,22,3.8,66.2,7
28/02/2020,20:00:00,WALLSEND,146.7,21.9,3.7,67.1,-1.8
28/02/2020,21:00:00,WALLSEND,148,21.3,2.7,66.7,-2.7
28/02/2020,22:00:00,WALLSEND,147.4,21,1.9,67.9,-3
28/02/2020,23:00:00,WALLSEND,163.3,19.6,0.5,75,-2.3
29/02/2020,01:00:00,WALLSEND,212.9,17.5,0.5,85.5,-2
29/02/2020,02:00:00,WALLSEND,206.2,17.4,0.6,86.3,-2.3
29/02/2020,03:00:00,WALLSEND,212.5,16.8,0.8,88.4,-2.5
29/02/2020,04:00:00,WALLSEND,206.1,17.3,1,87,-2.1
29/02/2020,05:00:00,WALLSEND,202.6,17.1,1,87,-2.6
29/02/2020,06:00:00,WALLSEND,193.9,17.2,0.9,87,1.3
29/02/2020,07:00:00,WALLSEND,201.6,18.1,1,85.1,71
29/02/2020,08:00:00,WALLSEND,204.1,20.7,1.5,75.7,330.5
29/02/2020,09:00:00,WALLSEND,198.2,22.8,1.2,70.6,415.4
29/02/2020,10:00:00,WALLSEND,112.5,23.5,2.9,65.9,494.9
29/02/2020,11:00:00,WALLSEND,121.7,24.2,3.5,63.9,711.6
29/02/2020,12:00:00,WALLSEND,111.8,24.7,3.2,62.8,846
29/02/2020,13:00:00,WALLSEND,116.8,25.1,3.3,61.8,934.3
29/02/2020,14:00:00,WALLSEND,114.6,25.2,4,61.6,964.6
29/02/2020,15:00:00,WALLSEND,125.6,24.7,4.5,62.5,701.8
29/02/2020,16:00:00,WALLSEND,107,24.3,4,64.8,519.7
29/02/2020,17:00:00,WALLSEND,111.5,23.8,4.1,67.2,282
29/02/2020,18:00:00,WALLSEND,104.2,23.1,3.5,71.9,91.6
29/02/2020,19:00:00,WALLSEND,96.3,22.6,2.6,76.4,6.6
29/02/2020,20:00:00,WALLSEND,85.6,22.4,1.8,80.4,-2.5
29/02/2020,21:00:00,WALLSEND,63.5,21.9,0.7,82.1,-2.7
29/02/2020,22:00:00,WALLSEND,37.9,21.3,0.6,84,-2.6
29/02/2020,23:00:00,WALLSEND,26.4,20.7,0.5,87.2,-2.5
