Date,Time,WALLSEND WDR ,WALLSEND TEMP ,WALLSEND WSP ,WALLSEND HUMID,WALLSEND SOLAR ,NEWCASTLE WDR ,NEWCASTLE TEMP ,NEWCASTLE WSP ,NEWCASTLE HUMID ,NEWCASTLE SOLAR ,BERESFIELD WDR,BERESFIELD TEMP ,BERESFIELD WSP ,BERESFIELD HUMID ,BERESFIELD SOLAR
12/02/2020,16:00,127.1,24.7,4.3,79.4,430.8,137.5,23.5,3.6,85,,118.1,25.7,3.2,76.6,
12/02/2020,17:00,131.4,24.2,4.2,82.1,272.6,137.2,23.4,3.3,86.4,,124.2,24.9,2.3,80.7,
12/02/2020,18:00,143.5,23.9,2.9,85.7,127.1,146.8,23.3,2.5,88,,157.1,24.6,2.1,82.8,
12/02/2020,19:00,140.2,23.4,2.5,88,20.7,173.1,22.8,1.7,89.9,,139.7,24,1.3,86.2,
12/02/2020,20:00,142.1,22.9,2,90.5,-1.1,110.6,22.6,0.9,88.1,,160.6,23.2,1.7,91,
12/02/2020,21:00,135.1,22.9,1.8,88.6,-1.4,70.5,22.6,2.2,87.7,,152.7,23.2,1.2,90.2,
12/02/2020,22:00,123.3,22.6,0.5,92.1,-1.5,56.7,22.5,1.9,88.4,,138.9,23.3,0.7,89,
12/02/2020,23:00,97.2,22.9,1.3,91.2,-1.8,72,23.1,1.9,85.6,,116.6,23.2,1.3,90.2,
12/02/2020,24:00,119.9,22.6,2.2,90.8,-1.8,106.4,22.7,2,87.6,,118,23.1,1.4,91,
13/02/2020,01:00,119.7,22,1.8,93.2,-1.9,116.6,21.9,1.9,90.7,,117.2,22.7,1.4,91.6,
13/02/2020,02:00,143.4,21.9,1,93.5,-1.6,138.6,21.8,0.8,90.7,,134.2,22.5,0.8,92.5,
13/02/2020,03:00,141.9,21.8,0.9,92.9,-1.9,164,21.4,0.6,91,,149.7,22.1,0.8,94,
13/02/2020,04:00,156.9,21.8,0.7,92.6,-1.5,166,21,1.2,92.5,,158.3,22.2,0.8,92.7,
13/02/2020,05:00,196.7,21.8,0.4,92.5,-1.3,167.6,21.2,0.6,92.5,,165.6,22,1.3,93.6,
13/02/2020,06:00,172.5,21.8,0.8,92.9,5.8,171.6,21.4,0.8,92,,164.5,21.6,1.4,95.9,
13/02/2020,07:00,201.5,22.2,1.2,91.2,66.1,171.5,21.9,1.4,92.2,,162.4,22.1,1.5,93.7,
13/02/2020,08:00,181.4,22.5,1.2,93.4,108,172.4,22.5,1.4,93.5,,161.8,22.9,2.1,92.5,
13/02/2020,09:00,136.3,23.9,2.6,91.2,332.5,166.9,23.8,1.8,89.8,,140.4,24,1.5,91.8,
13/02/2020,10:00,116.8,25,3.9,85,513.5,143.7,24.3,2.4,84.9,,114.1,25.6,2.4,84.3,
13/02/2020,11:00,107.1,25.2,4.7,82.8,631.3,110.8,24.3,3.9,84.2,,104.7,25.9,2.7,81.7,
13/02/2020,12:00,97.4,24.6,4.4,83.2,536.6,81.3,23.5,3,86.6,,99,24.1,3.5,90.6,
13/02/2020,13:00,106.8,24.9,4.1,80.4,473.4,100.4,24.2,2.8,82,,96.4,25.5,3.8,79.9,
13/02/2020,14:00,102.8,25.4,4.1,76.4,509.5,109,24.5,3.4,78.8,,105.9,25.3,3.3,80.1,
13/02/2020,15:00,110.1,26,4.8,72.5,630.1,151,24.2,2.9,82.1,,103.3,26.1,3.2,74.4,
13/02/2020,16:00,113.7,25.6,4.3,71.6,368.1,168.4,24.2,2.3,83.1,,114.7,26.7,3.4,66.2,
13/02/2020,17:00,121.8,25,4,74.9,239.2,164.3,24.2,2,82.9,,117.4,25.7,3.2,71.9,
13/02/2020,18:00,127.8,24.8,3.7,72.1,126.4,147.2,23.8,2.4,83.9,,116.6,25.1,2.2,72.5,
13/02/2020,19:00,136.8,24.2,3.3,75,18.6,135.7,23.3,2.6,84,,122.3,24.3,1.4,75.2,
13/02/2020,20:00,144.3,23.3,3.1,79.7,-1.9,135,22.9,2.6,83.8,,135.6,23.5,1.1,81.3,
13/02/2020,21:00,149.5,22.8,2.7,83.8,-2.7,137.1,22.4,1.6,87.8,,156.1,22.7,1.4,84.7,
13/02/2020,22:00,163.2,22.4,1.6,84.8,-2.3,170.6,22.5,1.4,87.8,,173.3,22.1,1.1,87.9,
13/02/2020,23:00,187.5,21.9,0.9,89.3,-2.2,188.6,22.3,1.3,88,,189.4,22.1,1,87.7,
13/02/2020,24:00,156.7,22.3,1.6,88.2,-2.3,167.9,22.4,1.2,88.5,,177.7,22.1,1.5,89.1,
14/02/2020,01:00,160.3,22.1,1.4,87.9,-2.2,160.6,22,1.1,89.2,,166.9,21.7,1.7,91.5,
14/02/2020,02:00,198.6,21.2,0.9,93.7,-2.1,192.1,21.9,1.2,89.3,,171,20.9,2.1,93.3,
14/02/2020,03:00,188,20.9,0.9,95,-1.9,192.8,21.8,1.2,89.8,,176,20.7,1.1,94,
14/02/2020,04:00,187.6,20.8,0.9,94.8,-2.1,189.7,21.8,1.4,89.4,,203.3,21.1,1.3,93.4,
14/02/2020,05:00,198.9,21,0.9,92.7,-2,170.5,22,1.7,85.2,,208.6,21.4,1.5,92,
14/02/2020,06:00,165,20.6,1.4,94.3,6.3,170.2,21.9,1.1,85.8,,169.6,21.1,1.4,94.2,
14/02/2020,07:00,196.9,20.8,0.7,96.9,63.2,187.9,22.3,1.5,86.6,,213.9,21.2,1,93.5,
14/02/2020,08:00,165.6,22,1.9,89.4,186.7,184.9,22.9,2.3,81.3,,193.1,21.8,1.2,93.3,
14/02/2020,09:00,156,23.7,4.1,76.4,536.5,190.5,24.1,2.6,74.4,,165.3,23.5,3.4,77.8,
14/02/2020,10:00,158,24.6,4.1,69.4,596.4,191.1,24.8,3.1,72.7,,170.7,24.2,3.2,68.5,
14/02/2020,11:00,164.2,25.7,3.5,61.1,877.7,188.7,25.2,3.1,70.1,,172.2,25.6,3.5,59.3,
14/02/2020,12:00,170.3,25.6,3.3,61.3,597.7,192.2,25,3.5,68.5,,166,26.4,3.8,55.2,
14/02/2020,13:00,160,25.7,4.3,58.8,867.2,183.4,25.1,3.6,64.3,,171.4,27.1,3.7,51.8,
14/02/2020,14:00,164.4,26.2,4,52.9,964.1,184.9,25,3.4,66.6,,160.9,26.8,3.8,52.2,
14/02/2020,15:00,154,25.7,4.7,53.3,778.3,180.6,24.7,3.3,68.5,,162.6,26.9,3.5,50.2,
14/02/2020,16:00,157.7,25.1,4.9,57.1,676.9,181.5,24.7,2.8,68.9,,161.6,26.3,3.6,51.6,
14/02/2020,17:00,166.3,24.5,3.7,60.6,444.6,183.5,24.2,3.1,68.6,,165.7,25.4,4,56.5,
14/02/2020,18:00,166.1,23.7,3.2,60.4,162.5,189.4,23.6,2.5,68.1,,162.2,24.4,3.6,57.5,
14/02/2020,19:00,167,22.4,3,69.8,16.1,188.1,22.5,2.3,73.3,,162.2,22.8,3.4,63.9,
14/02/2020,20:00,168.6,21.5,2.1,77.5,-2.9,196.8,21.9,1.7,78.1,,163.9,21.6,2.3,76.6,
14/02/2020,21:00,171.3,21.2,1.7,81.1,-3,208.2,21.6,1.2,80.9,,181.5,21.1,1,79.7,
14/02/2020,22:00,200.1,20.5,0.4,84.4,-2.6,235.8,20.7,0.7,83.3,,279.8,20.5,0.9,83.2,
14/02/2020,23:00,277.2,19.3,0.1,87,-2.6,236,20.4,0.8,81.9,,259.8,20,0.9,84.5,
14/02/2020,24:00,280.3,18.5,0.6,90.6,-2.7,311.1,19.5,0.6,85.6,,271.6,19.4,1,87.1,
15/02/2020,01:00,261.1,18,0.4,92.6,-2.2,303.2,18.9,0.5,87.1,,273.3,18.8,1.3,88.6,
15/02/2020,02:00,251,17.8,0.2,93.5,-2,313.1,18.8,0.8,87.2,,275.5,18.5,1.4,88.6,
15/02/2020,03:00,239.3,17.2,0.2,95.4,-2.3,310.1,18.2,0.5,88.7,,283.2,18.1,1.2,89.9,
15/02/2020,04:00,224.9,16.9,0.4,96,-2.4,322.9,17.7,0.5,89.9,,294,17.6,1.2,92,
15/02/2020,05:00,216.6,16.2,0.4,97.3,-2.3,321.1,17.4,0.5,90.3,,315.5,17.2,1.2,94.4,
15/02/2020,06:00,313.1,15.9,0.3,97.9,8.4,326.8,17.3,0.6,90.7,,316.6,17,1.4,95.3,
15/02/2020,07:00,71.1,17.7,0.3,94.4,163.4,316.1,19.2,1.2,84.2,,300.1,18.1,1.5,91.8,
15/02/2020,08:00,353.5,21.4,0.9,80.2,350.4,316.2,21.9,1.8,72,,313.2,20.4,1.8,80.4,
15/02/2020,09:00,326.8,23.6,1.1,66.3,589.2,285.8,24,0.5,62.4,,310.1,22.4,2.1,69.6,
15/02/2020,10:00,313.1,25.7,1.3,59.7,779.8,139.7,24.4,1.6,61.5,,302.3,24.4,1.9,62.7,
15/02/2020,11:00,340.2,27.1,0.5,55.6,918.4,141.9,23.8,3.6,63.4,,323.9,26.7,1.9,56.7,
15/02/2020,12:00,123.1,26.4,4.2,59.2,972.5,145.1,23.9,4.1,64.5,,115.4,28.2,1.2,53.9,
15/02/2020,13:00,129.6,26.2,3.8,60.5,997.9,150.8,23.9,4.2,67.7,,133.1,27.8,2.5,56.7,
15/02/2020,14:00,144.8,26,3.6,61.1,403.5,151.2,23.7,3.7,70.5,,127.9,26.7,2.1,59.8,
15/02/2020,15:00,129.5,24.4,3.5,65.9,239.4,150,23.3,3.8,70.9,,135.2,25,1.8,66.7,
15/02/2020,16:00,145.8,24,2.8,68.6,216.4,153.1,23.3,2.8,73.7,,131.8,24.3,1.7,69.5,
15/02/2020,17:00,154.8,24.9,2.7,65.6,416.3,153,23.8,2.7,72.2,,123.2,25.3,1.9,67,
15/02/2020,18:00,170.2,24.9,1.8,66.1,143.2,164.1,23.6,1.9,73,,116.8,25.2,1.8,66.9,
15/02/2020,19:00,170,23.5,1.3,72.1,10.4,156.5,22.9,1.5,77.7,,117.4,23.8,1.3,73,
15/02/2020,20:00,182.3,23,0.7,75.5,-1.7,187.5,22.6,0.7,79.1,,110.5,22.9,0.6,77.7,
15/02/2020,21:00,170.7,23.3,1.4,73.2,-2.1,203.6,23.1,1.4,72.5,,181.3,22.7,0.7,79.2,
15/02/2020,22:00,157.4,22.6,0.7,76.7,-3,152.7,22.7,1.3,75.8,,55,22.3,0.9,82.3,
15/02/2020,23:00,230.7,21.5,1.6,83.7,-1.5,224.9,21.9,1.1,80.8,,247.9,22,1.6,83.7,
15/02/2020,24:00,204.4,21,1.2,85.1,-1.7,217.8,21.6,0.9,81.2,,177.2,21.4,1.2,81.7,
16/02/2020,01:00,204.1,20.7,1.3,85.8,-2.3,203.6,21.2,1.1,83.5,,178.6,20.5,1.4,86.5,
16/02/2020,02:00,209,20.8,1.2,86.6,-2,209,21.6,1.7,81.8,,205,20.8,1.7,84.9,
16/02/2020,03:00,211.3,20.9,1.3,88.9,-2.3,205,21.4,1.5,84.4,,260.5,20.6,0.6,87,
16/02/2020,04:00,238.8,20.2,0.2,92.2,-2.2,191.3,21.1,1,85.7,,339,20,0.5,90.8,
16/02/2020,05:00,295.2,19.7,0.4,94.8,-1.9,256.4,21.1,0.6,86.9,,263,20,0.8,91.8,
16/02/2020,06:00,231.5,20,0.4,93.6,4.3,277.4,20.6,0.5,89.1,,273.4,20.2,0.8,91.5,
16/02/2020,07:00,205.6,20.9,1.1,89.1,125.6,199,21.8,1.1,84.9,,194.9,20.8,0.6,88.8,
16/02/2020,08:00,214.7,22.3,1.6,83.4,191.1,194.8,23.1,2.2,78.3,,183.3,22.5,1.6,81.5,
16/02/2020,09:00,207,24,2.1,76.5,524.1,190.2,24.2,2.3,73.9,,180.4,23.5,1.9,76.3,
16/02/2020,10:00,193.9,24.8,1.9,70.9,421.6,183.7,23.9,3,75.5,,188.4,24.2,1.5,71,
16/02/2020,11:00,165.7,24.9,2.1,68.8,475.1,180.3,24,3.2,76.5,,153.9,24.7,1.6,69.5,
16/02/2020,12:00,161.2,25.4,2.5,65.3,502.3,176.9,24.5,3.3,75.3,,145.6,25.6,1.6,65.1,
16/02/2020,13:00,160.5,25.4,2.8,67.4,470.1,174.2,24.6,3,75.7,,127.1,25.9,1.8,64.5,
16/02/2020,14:00,145.2,25.2,4.3,69.3,644.8,158.2,24.3,3.6,75.1,,125.6,25.4,2.1,67.8,
16/02/2020,15:00,143.8,25,5,68.8,587.3,159.6,24.7,3.4,71.3,,136.4,26.1,2.3,65.9,
16/02/2020,16:00,148.8,24.8,4.2,68.5,469.1,160.1,24.2,2.7,76.3,,122.8,25.8,2.5,66.2,
16/02/2020,17:00,143.9,24.1,4.1,73.5,158,137.3,23.7,2.9,77.8,,133.5,24.8,1.7,70.2,
16/02/2020,18:00,130.4,23.5,2.9,77.3,51.7,113.2,23.4,2.4,77.4,,108.4,23.4,2.4,75.9,
16/02/2020,19:00,118.9,23.1,1.9,79.2,4.1,81.3,23,1.6,78.5,,103.5,22.8,1.9,79.3,
16/02/2020,20:00,122.1,22.7,1.4,80.4,-1.3,93.2,23,1.1,78.7,,113.9,22.8,1.1,79.3,
16/02/2020,21:00,116.6,,1,,,103,,1,,,116.8,,0.7,,
16/02/2020,22:00,104.2,,0.6,,,84,,1,,,106,,0.8,,
16/02/2020,23:00,139.8,,1,,,122.9,,1.4,,,157.5,,0.7,,
16/02/2020,24:00,150.5,,1.4,,,155.4,,2,,,166.9,,1.2,,
17/02/2020,01:00,186.2,,1,,,179.7,,1,,,166.7,,1.2,,
17/02/2020,02:00,194.6,,0.9,,,178.8,,1.2,,,171.1,,1.5,,
17/02/2020,03:00,179.1,,0.9,,,156.1,,1.8,,,174.6,,1.3,,
17/02/2020,04:00,202.9,,0.8,,,150.9,,1.5,,,175,,1.1,,
17/02/2020,05:00,200.5,,1,,,189.1,,0.8,,,169.9,,1.7,,
17/02/2020,06:00,189.7,,1.2,94.2,,174.3,,1.1,89.9,,167.4,,1.4,97,
17/02/2020,07:00,192.9,21.5,1.1,92.5,35.9,182.4,22.2,1.6,88.7,,170,21,1.5,96.3,
17/02/2020,08:00,207.5,21.5,1,93.9,24.2,189.4,22,1.6,91.5,,166.7,21.2,1.4,96.5,
17/02/2020,09:00,162.4,21.6,1.4,95.4,66.2,153.2,21.9,1.9,93.1,,165.3,21.6,1.2,96.4,
17/02/2020,10:00,184.6,21.9,0.4,94.7,20.6,101.1,22.2,0.9,92.3,,161.9,21.7,0.7,96.3,
17/02/2020,11:00,326,21.7,0.4,97.3,28.3,30.6,22.2,1.4,93.5,,182,21.6,0.5,98.4,
17/02/2020,12:00,288.3,21.9,0.6,97.8,65.1,318.9,22.2,1.2,95,,336.5,22,1,97.9,
17/02/2020,13:00,308.2,22.2,0.8,96,125.7,316.4,22.5,1.1,92.4,,325.6,22.3,1.6,94,
17/02/2020,14:00,329,22.4,1.9,92.4,108.3,329.1,22.7,2.7,90.1,,304.3,22.1,3,93.7,
17/02/2020,15:00,300.2,22.7,1.8,90.8,344.6,308.6,23,1.7,88.3,,296.2,22.4,2.5,91.7,
17/02/2020,16:00,245.3,24.6,0.7,79.6,426.2,182.9,24.2,0.8,81.9,,283,23.7,1.1,80.9,
17/02/2020,17:00,33,25.3,0.4,71.8,424.4,138.3,23.4,2.7,85.2,,58.8,25,0.6,73.3,
17/02/2020,18:00,100.6,24.6,1.4,77.4,157.2,113.6,23.3,1.7,84,,64.6,24.5,1.4,76.5,
17/02/2020,19:00,102.3,23,1.7,86.4,23.2,76.7,23,1.4,85.4,,67.9,23.4,1.5,82.8,
17/02/2020,20:00,47.9,22.6,0.4,86.9,-1.6,117.8,22.3,0.3,88.3,,123.1,22.3,0.5,88.8,
17/02/2020,21:00,351.3,21.7,0.7,90.4,-2,323.8,21.8,0.3,89.7,,50.4,21.7,0.7,91.2,
17/02/2020,22:00,310.2,20.8,0.4,94.8,-1.9,301.8,21.3,0.5,91.2,,313.1,21.2,0.5,94.4,
17/02/2020,23:00,38.6,20,0.4,97.3,-1.9,344.3,21.5,0.9,91.9,,339.2,20.8,0.7,96.3,
17/02/2020,24:00,229.4,19.8,0.1,98.2,-1.9,294.5,21,0.7,93,,32.5,20.4,0.1,97.5,
18/02/2020,01:00,244.4,19.5,0.2,98.6,-1.9,301.8,20.2,0.5,94.8,,263,19.9,0.6,98.2,
18/02/2020,02:00,198.3,19.1,0.4,98.7,-2,329.5,19.9,0.5,95.4,,39.7,19.6,0,98.5,
18/02/2020,03:00,327.3,18.8,0.4,98.9,-1.9,337.9,19.7,0.7,95.8,,303.6,18.9,1.1,99.3,
18/02/2020,04:00,71.9,18.1,0.3,99,-1.8,337,19.8,1.1,95.7,,0.9,19.2,1.2,99.8,
18/02/2020,05:00,342.9,18.4,0.9,99.3,-1.3,342.3,19.7,1.6,96,,327.4,19.1,1.6,100,
18/02/2020,06:00,5.4,18.5,0.6,99.5,5.1,325.4,19.2,1.6,96.8,,,19.2,,100.1,
18/02/2020,07:00,352.9,18.7,1,99.6,69.4,209.7,19.4,2.1,97.2,,,19.6,,100.1,
18/02/2020,08:00,352.1,19.9,0.7,99.6,209.4,268.7,20.4,1.3,96.5,,,20,,100.1,
18/02/2020,09:00,6.6,23.3,1.3,89.1,581.5,337,23.5,2.6,82.9,,,22.3,,91.8,
18/02/2020,10:00,353.5,26.4,2.1,69.2,775.2,335.1,26,3.1,67.5,,,25,,76.1,
18/02/2020,11:00,336.4,28.1,2.3,62.4,922.5,335.5,28.1,3.2,59.1,,,27.2,,63.2,
18/02/2020,12:00,328.6,29.7,2.7,55.9,1000.1,326.2,29.9,3.4,51.3,,,28.9,,59,
18/02/2020,13:00,338.1,31.1,2.7,51.7,999.2,11.5,30.5,2.1,53,,315.4,30.9,3.8,51.5,
18/02/2020,14:00,329.6,32.1,3.4,49.5,935.3,58.9,29.8,3,56.9,,324.7,31.9,3.7,49.9,
18/02/2020,15:00,334.5,32.9,3.4,47.7,797.5,54.1,29.6,3.2,58.5,,317.9,32.9,3.6,46.6,
18/02/2020,16:00,338.8,33.4,3.5,46.6,637.6,57.3,28,3.7,60.7,,322.2,33.5,3.5,46.4,
18/02/2020,17:00,22.1,32.6,2.3,48.9,332.7,61.4,29.2,3.8,54.4,,43.9,32.8,1.8,49.7,
18/02/2020,18:00,74.2,30.5,2,55.3,96.9,54.4,29.1,3.6,55.1,,85.1,31.1,3,56,
18/02/2020,19:00,37.9,29.4,1.8,55.6,15,53,28.6,2.6,57.2,,72.1,29.7,2.4,57.2,
18/02/2020,20:00,19.6,28.7,2.2,55.7,-2,29.5,28.6,2.6,56.4,,48.8,29,2.9,55.6,
18/02/2020,21:00,20.6,,1.5,,,5.9,,2.6,,,6.9,,1.9,,
18/02/2020,22:00,40.6,,0.3,,,347.6,,2.2,,,11.4,,1.7,,
18/02/2020,23:00,297.8,,0.2,,,346.2,,1.4,,,9.1,,1.9,,
18/02/2020,24:00,205,,3,,,213.9,,2.6,,,178.3,,2.8,,
19/02/2020,01:00,225.9,,1.5,,,243.7,,1.7,,,234.9,,2.2,,
19/02/2020,02:00,348.7,,2.1,,,325.6,,3.9,,,6.1,,3.7,,
19/02/2020,03:00,333,,2.8,,,333.8,,4.4,,,332.4,,2.8,,
19/02/2020,04:00,323.8,,2,,,326,,1.6,,,309.3,,2.3,,
19/02/2020,05:00,308.4,,1.8,,,313.8,,0.1,,,325.7,,2.2,,
19/02/2020,06:00,289.2,,2.2,,,314.9,,1.2,,,283.8,,3.6,,
19/02/2020,07:00,278.2,,3,,,300.4,,1.7,,,287.5,,6,,
19/02/2020,08:00,279.8,,2.5,,,300,,1.3,,,284.9,,7.1,,
19/02/2020,09:00,281.7,,3.3,,,291.7,,1.9,,,287.3,,6.4,,
19/02/2020,10:00,317.3,,3.3,,,314.2,,3,,,304.6,,5.8,,
19/02/2020,11:00,319.3,,3.6,,,318.7,,3.6,,,301.3,,6,,
19/02/2020,12:00,328.9,28,3.6,43.9,1022.9,323.9,28.2,4.7,41.4,,314.9,27.4,5.7,39.7,
19/02/2020,13:00,312.4,29.1,3.4,39.4,1031.4,319.7,29.3,4.7,37,,307.1,28.6,6.1,36.7,
19/02/2020,14:00,318.8,29.7,3.7,35.2,965.6,318.3,28.9,0.5,41.3,,303.9,29.5,6.4,32.5,
19/02/2020,15:00,320.2,30.5,3.8,30.6,834.7,143.7,25.7,4.7,55.6,,304.7,30.1,6.7,28.2,
19/02/2020,16:00,135.4,28.2,2.6,42.2,532.5,140.3,25.5,3.7,53.2,,303.1,30.4,6.7,26,
19/02/2020,17:00,115.9,27.9,2.8,44.4,431,138.8,25.9,3.2,48.2,,298.4,30.1,6.3,26.9,
19/02/2020,18:00,127.3,26,3.4,47,177.9,148.5,25,2.8,58.3,,253.3,28.4,1.2,39.9,
19/02/2020,19:00,137.2,24.4,2.6,56.2,11.8,146.6,24.2,2,63.2,,128.9,25,1.1,54.5,
19/02/2020,20:00,167.7,23.1,1,67.3,-2.7,147.1,23.5,1.5,70.9,,146.8,23.4,0.9,64.6,
19/02/2020,21:00,282.7,21.6,0.9,74.4,-2.7,173.5,22.6,0.4,74.8,,234.2,22.1,0.3,71.7,
19/02/2020,22:00,282.5,20.1,0.5,81.3,-2.6,291.7,21.7,0.8,76.4,,289.1,21.4,1.2,76.2,
19/02/2020,23:00,215,19,0.3,86.8,-2.6,299,21,0.4,71.9,,268.4,21,1,76,
19/02/2020,24:00,295.8,18.3,0.2,84.3,-2.7,327.6,20,0.6,68.2,,320.3,20.1,0.4,80,
20/02/2020,01:00,242.1,17.2,0.3,84.4,-2.5,336.4,18.8,0.3,70,,302.3,19,0.7,88.7,
20/02/2020,02:00,206.1,16.2,0.5,85.4,-2.6,195.9,18.2,0.3,69.3,,285.2,18.3,1.2,81,
20/02/2020,03:00,210.1,16.2,0.4,81.1,-2.5,222.3,19,0.6,66.5,,224,17.4,0.7,75.7,
20/02/2020,04:00,198.5,15.9,0.6,82.2,-2.6,315.2,18.3,0.6,74.6,,286.2,17.2,1,74.4,
20/02/2020,05:00,205.6,15.9,0.8,80.1,-2.8,317.1,17.8,0.6,75.6,,287.5,17,1.2,74.7,
20/02/2020,06:00,211.3,16.1,1,80,5.2,316.7,17.2,0.5,79.2,,294.6,16.5,1.3,77.9,
20/02/2020,07:00,174.4,18.1,0.4,74.3,134.1,309.1,19.7,0.6,73.5,,304.1,17.3,1.5,75.9,
20/02/2020,08:00,152.3,21.8,0.7,67.5,360.1,244.9,22.9,0.6,61.7,,313.3,20,1.5,65.2,
20/02/2020,09:00,222.1,23.6,1.1,57.2,560.7,163.6,23.4,2.3,53.5,,324.7,22.3,1.9,60,
20/02/2020,10:00,165.9,24.5,1.7,47.9,806.2,163.3,23.6,2.8,54.5,,306.6,23.6,0.7,55.8,
20/02/2020,11:00,154.5,24.4,3,51.4,720.1,159.7,23.3,3.8,61.7,,104.7,23.9,0.7,51.3,
20/02/2020,12:00,156,22.8,3.4,64.8,400.3,152,22.2,4.6,70.9,,112.9,23.2,2.2,64.4,
20/02/2020,13:00,155.7,22.4,3.8,65.7,430.9,151,22,4.5,71.3,,131,24,2.2,63.8,
20/02/2020,14:00,141.4,22.4,4.7,67.6,543.4,148.4,22.1,4.5,68.7,,138.1,24,2.4,63.7,
20/02/2020,15:00,145.1,23,5,62.2,758.9,151.8,23.2,4.5,60.6,,145.6,24.2,2.8,59.7,
20/02/2020,16:00,143.8,22.2,4.6,63.3,283.2,151.2,23.2,4.3,59.5,,126.1,24.2,2.6,59.6,
20/02/2020,17:00,144.8,22,4.4,63.8,162.9,148,22.8,4.1,60.3,,127.2,23.6,2.3,60.1,
20/02/2020,18:00,144.2,21.5,4.3,65.2,111.5,148.2,22.2,3.9,61.7,,120.5,22.7,2.4,64.1,
20/02/2020,19:00,143.3,21,3.1,66.5,12.2,144.2,21.8,3.6,62.4,,121.5,21.7,1.6,67.1,
20/02/2020,20:00,150,20.7,1.5,68.2,-2.3,134.7,21.7,3.1,63.9,,128.6,21.1,0.8,70.1,
20/02/2020,21:00,135.8,21.2,1.9,68.1,-2,125.5,21.8,3.1,64.7,,110.7,21.1,1.2,71,
20/02/2020,22:00,123.3,21.3,2.4,68.7,-1.4,118.1,21.7,2.9,64.9,,123.1,20.9,0.9,72.3,
20/02/2020,23:00,122.2,21.1,2.1,68.9,-1.4,118.3,21.6,2.9,65,,117.9,21,0.9,72.8,
20/02/2020,24:00,131.4,21,2.1,68.9,-1.5,118.9,21.4,2.6,65.1,,112.1,20.8,1,74.3,
21/02/2020,01:00,145.8,20.1,0.7,72.3,-1.9,120.9,21.2,1.8,64.5,,119.3,20.2,0.7,76.9,
21/02/2020,02:00,222.8,19.9,0.4,76.5,-1.4,126.6,21.3,2,62.8,,164,20.3,0.6,75.4,
21/02/2020,03:00,156.2,20,1.1,72.9,-1.9,120.6,21.3,2.3,60.9,,164.1,20,1,76.6,
21/02/2020,04:00,197.9,19,0.5,75.5,-2,113.9,21,1.7,59.9,,155.2,19.5,0.4,79.1,
21/02/2020,05:00,211.2,17.4,0.5,83.8,-1.9,110.3,20.6,1.3,62.1,,161,18.7,0.4,81.3,
21/02/2020,06:00,225.6,16.6,0.3,86.7,5.4,120.7,19.6,0.8,68.2,,193.7,18.6,0.4,80.6,
21/02/2020,07:00,198.2,18,0.5,84.8,98,96.8,20.3,0.4,70.4,,192.5,19,0.3,83.6,
21/02/2020,08:00,68.8,21.1,0.3,72.6,272.4,,,,,,143.9,21.2,0.9,68.3,
21/02/2020,09:00,84.3,23.3,1,61.5,534.6,,,,,,115.2,23.5,1,59.1,
21/02/2020,10:00,84.5,23.8,1.5,57.7,593.8,,,,,,61,24,1.9,57,
21/02/2020,11:00,108.9,24.1,2.4,57.5,739.2,,,,,,95.1,25,1.7,56.3,
21/02/2020,12:00,103.3,24.6,2.2,57.2,832.6,,,,,,112.3,25,2.5,57.2,
21/02/2020,13:00,96.8,24.4,3.4,59.6,700.8,,,,,,117,25.6,2.5,58,
21/02/2020,14:00,115,23.9,4.1,62.1,526,,,,,,112.7,25,3.5,59.7,
21/02/2020,15:00,109.8,23.7,3.8,63.5,512.3,,,,,,113.8,24.2,3.4,61.9,
21/02/2020,16:00,122.1,23.7,4.2,63.5,519.6,,,,,,113,24.8,2.8,60.1,
21/02/2020,17:00,114.2,23.1,3.8,65.3,249.4,,,,,,118,24.1,2.7,63.4,
21/02/2020,18:00,119,22.5,4.1,66.1,98,116.1,22.8,3.9,63,,115.3,23.1,3.3,65.9,
21/02/2020,19:00,115.2,22,3.2,66.7,11.4,115.1,22.5,3.8,62.1,,113.2,22.3,3.1,67.7,
21/02/2020,20:00,123.8,21.8,3.1,65.8,-2.5,117.8,22.4,3.8,62.1,,116.3,21.8,2.1,68.6,
21/02/2020,21:00,124.6,21.8,2.9,66.5,-1.8,119.8,22.4,4.1,63.1,,117.5,22,2,67.6,
21/02/2020,22:00,116.3,21.2,2.3,68.9,-2.7,110.9,22.1,2.9,64.2,,111.5,21.5,2.4,68.1,
21/02/2020,23:00,131.2,20.5,0.9,72.6,-2.4,110.1,22,2.6,67.2,,116.2,20.5,1.1,73.3,
21/02/2020,24:00,198,19.4,0.6,79.8,-2.3,111.4,21.9,2.4,67.7,,155.8,19.8,0.6,76.8,
22/02/2020,01:00,211.3,18.2,0.7,85.6,-2.2,115,21.9,2.7,68.2,,169.9,19,0.7,81.9,
22/02/2020,02:00,218.5,17.6,0.5,89.2,-2.2,115.7,21.8,2.7,67.8,,177.3,18.4,0.7,85.2,
22/02/2020,03:00,207.5,17.2,0.5,90.4,-2.2,117.1,21.9,3.2,69.3,,174.4,18.6,0.8,84.7,
22/02/2020,04:00,201,17.4,0.4,90.6,-1.8,113.5,21.9,3.4,70.6,,171.3,17.9,0.8,88.5,
