Date,Time,WALLSEND WDR ,WALLSEND TEMP ,WALLSEND WSP ,WALLSEND HUMID,WALLSEND SOLAR ,NEWCASTLE WDR ,NEWCASTLE TEMP ,NEWCASTLE WSP ,NEWCASTLE HUMID ,NEWCASTLE SOLAR ,BERESFIELD WDR,BERESFIELD TEMP ,BERESFIELD WSP ,BERESFIELD HUMID ,BERESFIELD SOLAR
03/02/2020,11:00,291.6,28.7,0.5,72.7,628.6,250.4,28.3,0.4,71.6,,296.5,28.3,1.9,73.4,
03/02/2020,12:00,172,30.2,2.2,67.6,706.8,156.4,26.4,3.2,79.9,,296.2,30.5,2,63.9,
03/02/2020,13:00,156.6,29.3,3,71.3,618.9,155,25.1,3.7,84,,116.5,31,2,63.9,
03/02/2020,14:00,176.7,28.5,1.8,73.6,791.4,155.2,24.7,3.1,84.1,,128.6,28,2,82,
03/02/2020,15:00,163.1,29.4,3.3,66.5,839.9,161.1,25.1,3.3,80,,126.6,30.5,2.6,65.8,
03/02/2020,16:00,133.7,28,3.9,69,666.9,134.1,24.8,4.2,80.6,,118.5,28.7,3.6,68.3,
03/02/2020,17:00,131.1,26.6,4.3,73.6,452.4,120.5,25.4,3.7,78.1,,117.2,28.2,2.9,68.1,
03/02/2020,18:00,144.8,26.1,3.6,73.5,106.4,145.6,24.8,2.3,80,,135.9,27.3,2,70.2,
03/02/2020,19:00,163,24.9,3.3,69.7,19.8,182.5,24.1,2.2,78.3,,151.1,25.3,2.9,72.5,
03/02/2020,20:00,160.8,23.7,4.7,74.7,-0.7,172.3,23.4,3.1,77.3,,158.6,24.2,4.1,71.8,
03/02/2020,21:00,158.1,21.9,6.2,77.4,-1,170,22,4.1,77.7,,162.9,22.3,6.6,77.1,
03/02/2020,22:00,159.7,21,5.2,74.9,-1.5,171.7,21.3,3.7,74.8,,163.4,21.3,5.3,75.1,
03/02/2020,23:00,160.2,20.5,4.7,72.5,-1.8,171.8,20.9,3.5,71.5,,163.9,20.7,5,72.1,
03/02/2020,24:00,159.8,19.7,4.6,71.9,-2.8,170.1,20.5,3.6,68.3,,160.1,20,4.9,70.4,
04/02/2020,01:00,157.7,19.7,4.9,65.6,-2.1,167.5,20.3,4.3,65,,159,19.9,4.4,65.2,
04/02/2020,02:00,158.8,19.9,4.3,61.4,-1.3,167.6,20.1,3.5,61.9,,159.1,20.1,3.8,60.4,
04/02/2020,03:00,159.9,19.6,4.3,57.7,-1.2,171.8,19.9,3.6,58.4,,159.7,19.8,3.7,57.4,
04/02/2020,04:00,168.8,19.5,3.2,56,-1.5,173.2,19.8,3.4,57.7,,164,19.6,4.3,55.6,
04/02/2020,05:00,159.9,19.4,3,56.3,-1.5,168.8,19.8,3.3,57,,163.2,19.5,3.1,54.4,
04/02/2020,06:00,161.5,19.4,2.2,56.9,3.8,162.4,19.9,3.2,58.6,,162.1,19.6,2.3,56,
04/02/2020,07:00,163.9,19.7,2.2,56.8,33.2,160.2,20,3.2,57,,163.4,19.7,2.5,56.3,
04/02/2020,08:00,159.2,19.9,2.8,56.6,56.8,164.6,20.2,2.6,56.5,,162.9,20.2,2.7,55.4,
04/02/2020,09:00,158.6,20.4,3.5,54.2,185.3,,20.7,,54.5,,163.9,20.8,3.4,52.3,
04/02/2020,10:00,153.3,21.4,4.3,52.4,449.6,,21.5,,53.7,,151.4,22.3,2.8,48.2,
04/02/2020,11:00,155.4,21.8,3.8,50.9,359.5,,,,,,149.4,22.7,2.8,47.5,
04/02/2020,12:00,144.4,21.1,5,56.8,255.5,,,,,,148,22.4,2.7,51.2,
04/02/2020,13:00,139.9,21.6,4.7,53.8,370.3,,,,,,130.8,22.3,2.6,51.2,
04/02/2020,14:00,138.7,22.2,5.3,52.8,675.3,,,,,,132.8,23.2,2.5,48.3,
04/02/2020,15:00,137.9,22.1,5.3,51.2,505.3,,,,,,121.2,22.9,2.9,49.1,
04/02/2020,16:00,134.4,21.6,4.8,54.7,304,132,22.2,4,55.5,,125,22.6,2.7,51,
04/02/2020,17:00,129.5,21.7,4.3,53.7,289,134,22,3.5,53.6,,113.2,23.1,3.1,49.2,
04/02/2020,18:00,133.2,21.3,4,52.2,126.1,133.5,21.5,3.3,56.6,,117.7,22.1,2.6,52,
04/02/2020,19:00,120.7,20.8,4.2,61.8,25.8,117.4,20.9,4.2,63.1,,115,21.2,2.6,54.9,
04/02/2020,20:00,114.3,20.2,3.6,64.5,-1.7,113.9,20.8,3.2,61.5,,113.7,20.3,2.7,65.1,
04/02/2020,21:00,115.8,20,2.8,64,-2.4,100.6,20.7,2.3,62.1,,102,19.5,1.6,68.1,
04/02/2020,22:00,108.4,19.9,1.9,64.9,-2.2,89.3,20.9,2.1,59.9,,85.4,18.7,0.7,70.7,
04/02/2020,23:00,97.5,20.4,2,60.3,-1.9,98.7,21,2.3,59.8,,16.2,17.9,0.3,78.5,
04/02/2020,24:00,71.2,19.7,1,63.9,-2.5,91.4,20.5,1.9,62.4,,256.7,17.5,0.2,78.4,
05/02/2020,01:00,332.7,17.9,0.6,72.1,-2.4,88.6,20.3,1.8,61.1,,309.5,16.6,0.4,82.7,
05/02/2020,02:00,239.6,16.3,0.4,79.5,-2.3,79.4,20.3,1.6,60.7,,227.9,16.4,0.5,81.1,
05/02/2020,03:00,211.3,15.1,0.5,84.3,-2.4,31.6,19.7,0.6,66.7,,191.9,15.3,0.4,84.9,
05/02/2020,04:00,207.8,14.7,0.8,86.8,-2.6,251.1,17.1,0.2,73.9,,224.4,14.5,0.5,88.3,
05/02/2020,05:00,210.8,14.5,0.5,88.3,-2.3,289.4,16.2,0.1,78.8,,287.9,14,0.6,89.9,
05/02/2020,06:00,217.7,14.5,0.6,88.8,18.1,309.7,16,0.4,80.6,,178.3,14.3,0.5,87.7,
05/02/2020,07:00,194.4,17.7,0.6,77.8,169.1,305.2,19.5,0.3,68.9,,327.3,15.8,0.5,83,
05/02/2020,08:00,34.7,21.4,0.5,61.1,411.1,40.3,22.2,0.5,58.3,,85.4,20.1,0.5,65.4,
05/02/2020,09:00,17.5,22.5,1.1,58.7,537.2,67.3,22.7,1.5,57.5,,75.8,22.3,1.3,58.6,
05/02/2020,10:00,90.5,23.7,3.1,57.4,764.8,112.9,23,2.5,58.6,,96.1,24.1,2.8,55.7,
05/02/2020,11:00,108,23.7,4.6,59.2,650.4,120.3,23,3.3,61.8,,99.5,25,3,54.1,
05/02/2020,12:00,110.9,24.4,4.5,58.9,791.3,123.5,23.1,4.3,64.5,,110.5,25.6,2.8,55.6,
05/02/2020,13:00,118.2,24.4,5,58.9,626.6,115.2,23.9,4.4,62,,120.3,27,3,51.9,
05/02/2020,14:00,115.4,24.5,5.4,57.6,448,92.9,24.2,4.4,60.7,,93.5,26.9,3.5,51.1,
05/02/2020,15:00,105.5,25.7,5,51.8,783,93.1,24.7,4.4,57.7,,94,26.8,3.6,50.1,
05/02/2020,16:00,110.4,24.9,5.1,55.9,378.2,87,24,4.7,62.6,,104.1,25.9,4,52.8,
05/02/2020,17:00,102,24,4.9,61.1,202.4,86.4,23.4,4.2,64.5,,103.2,24.9,4.1,57.8,
05/02/2020,18:00,90.8,23.7,3.7,59,106.8,84.2,23,3.6,67.7,,101.6,24,4,59.7,
05/02/2020,19:00,90.1,23,3.4,60.5,16.7,75.6,22.7,2.9,69.3,,85.6,23.6,3.5,59,
05/02/2020,20:00,91.5,22.5,2.9,63.8,-1.6,68.4,22.7,2.7,66.8,,87.1,23.2,2.5,61,
05/02/2020,21:00,91.8,22.1,2.4,66.7,-2,63,22.7,2.7,67.2,,92.5,22.6,2.2,63.2,
05/02/2020,22:00,90.9,21.8,2.2,70.4,-2.2,62.4,22.5,2.5,69.7,,110.8,21.6,2,67.8,
05/02/2020,23:00,83.2,21.8,1.7,71.3,-2.1,69.5,22.5,2.3,71.3,,108.6,21.3,1.5,71.9,
05/02/2020,24:00,103.1,21.6,1.6,74.5,-2.1,86.7,22.2,2.2,74.5,,116.3,21.2,1.1,72.2,
06/02/2020,01:00,101.7,21.3,1.5,76.5,-2.3,86,22.2,1.7,74.6,,118.2,20.7,1,75.8,
06/02/2020,02:00,101.1,21.7,2.6,75.4,-1.8,75.2,22,2.7,76.1,,112.4,21.1,1.9,77.6,
06/02/2020,03:00,126.7,20.7,3.8,78.3,-0.8,110.5,20.4,3.1,80.4,,112.2,21,2.8,79.4,
06/02/2020,04:00,120.3,20.6,2.3,80.1,-1.7,107.2,20.2,1.7,84.9,,105.6,21.1,2.3,80,
06/02/2020,05:00,154.2,20.1,1.2,85.7,-1.4,137.7,20,0.6,87.6,,122.5,21,0.9,81.5,
06/02/2020,06:00,166.9,20.1,0.6,86.8,4.2,89.9,20.7,1.3,83.3,,84.4,20.7,0.9,82.5,
06/02/2020,07:00,70.8,20.9,0.1,82,46.3,81.8,21.3,1.2,79.3,,30,20.7,0.7,82.2,
06/02/2020,08:00,84.4,21.5,1.5,78.3,112.4,59.6,21.6,1.8,78.5,,85.8,21,1,82.3,
06/02/2020,09:00,45.7,21.8,0.8,80,264.9,20.1,22,1,78.1,,73.6,21.8,1.9,82,
06/02/2020,10:00,78,23.2,1.7,70.4,284.8,54.6,23.3,1.4,69,,76.1,23.5,2.5,69.3,
06/02/2020,11:00,123,23.9,3.5,67.4,360.4,130.6,22.8,3.3,73.4,,98.4,24.6,2.7,62.9,
06/02/2020,12:00,115.7,23.5,4,66.8,240.1,138.1,22.9,2.7,72.7,,117.4,22.5,2.1,77.4,
06/02/2020,13:00,121.8,23.5,3.7,67.1,260.4,126.5,23.1,3.5,71.8,,114.5,23.7,2.9,68.6,
06/02/2020,14:00,125.6,23,4.3,73.4,362.3,129.2,22.7,5,73,,116.9,23.8,2.6,71.1,
06/02/2020,15:00,136.5,22.6,5,75.5,254.2,133.6,22.4,4.2,75.8,,,21.2,,88.8,
06/02/2020,16:00,140.2,22.4,4.3,77.1,147,124.9,22.5,4.7,75.9,,,21.8,,90.3,
06/02/2020,17:00,132.8,21.6,3,87,92,111.6,21.8,2.9,85.1,,,21.4,,90.7,
06/02/2020,18:00,138.7,21.9,0.6,88.6,48.2,128.3,22.3,1.7,82.7,,90.4,21.6,1.4,88.1,
06/02/2020,19:00,351.2,21.8,0.4,87.6,13.7,151,21.7,1.4,86.8,,92,21.3,0.9,90.3,
06/02/2020,20:00,157.1,21.2,0.8,90.7,-1.6,139.2,21.2,1.1,90.1,,3.9,20.7,0.5,93.9,
06/02/2020,21:00,103.4,21,0.3,91.6,-1.5,83.2,22,1.7,85.3,,124.7,20.6,0.3,95.5,
06/02/2020,22:00,140.8,20.9,0.2,89.8,-1.8,98.6,22.2,2.5,81.7,,167,20.6,0.7,94.9,
06/02/2020,23:00,79.8,21,1.5,86.5,-1.7,80.3,21.8,2.8,81.6,,80,19.6,1.2,96.3,
06/02/2020,24:00,77.7,20.6,1.7,89.3,-1.6,75.6,21.5,3.1,85.3,,99.1,19.6,1.7,96.5,
07/02/2020,01:00,49.7,19.9,1.6,94,-0.8,61.9,20.1,3.4,92.2,,87.9,19.5,2.5,94.7,
07/02/2020,02:00,82.9,19.5,2.1,94.7,-0.7,65.2,19.9,2.9,92.7,,105.9,19.5,2.1,96.2,
07/02/2020,03:00,95.3,19.4,2.9,95.4,-0.8,81.9,19.6,3.1,94.5,,128.9,19.4,1.4,97.5,
07/02/2020,04:00,92.1,19.2,2.4,96.5,-0.8,104.1,19.5,2.3,95.7,,106.3,19.3,3.3,97.1,
07/02/2020,05:00,103.8,19.2,0.3,97.3,-0.9,113.7,19.4,2.6,95,,126.1,19.1,1.5,97.8,
07/02/2020,06:00,139.7,19.4,1.4,97.5,2.7,105.4,19.6,1.8,94.4,,184.7,19.5,1.1,97.4,
07/02/2020,07:00,139.3,19.6,2.6,97,18.1,113.6,20,3.2,94,,153.3,19.8,1.5,97.2,
07/02/2020,08:00,119.3,19.9,1.7,96.4,32.7,98.9,20.5,1.7,91,,119.8,20.1,1.3,97.5,
07/02/2020,09:00,128.2,19.8,2.4,96.6,84.7,117.3,20,2,93.3,,135.4,20.3,1.3,96.6,
07/02/2020,10:00,142.9,20.4,2.2,96.5,169.9,122.3,20.6,2,94.5,,129.7,21.1,1.3,95.7,
07/02/2020,11:00,107.3,20.7,1.7,96.7,224.7,88.9,20.8,2.9,94.1,,120.1,21.6,1.7,94.1,
07/02/2020,12:00,92.3,21.2,3.3,94.4,304.3,65,21.4,3.2,90.9,,89.9,23,2.7,85.7,
07/02/2020,13:00,115.4,22.1,4.3,89.3,392.1,112.1,21.4,4.1,91.9,,106.8,23.4,2.6,83.2,
07/02/2020,14:00,129.3,21.2,5.2,94.5,244.5,256.3,20.9,1.3,93.7,,139.8,22.8,1.5,87.7,
07/02/2020,15:00,,20.7,,95.6,130.8,166.1,20.8,2.8,92.6,,118.8,22.6,1.3,91.3,
07/02/2020,16:00,128.8,20.4,5.2,94.8,203.1,154,20.7,3.9,90.7,,122.4,21.5,2.2,94.9,
07/02/2020,17:00,132.2,21.1,5.2,94.1,169.5,169.7,21.1,3.3,91.3,,121,21.6,2.8,92.5,
07/02/2020,18:00,118.9,21.4,4.6,91.2,101.4,167,21.3,1.9,90.3,,119.1,22,2.7,89.6,
07/02/2020,19:00,122.6,20.6,5.7,95.2,10.7,152.8,21.1,4.4,90.7,,119.1,21.4,3.2,93.2,
07/02/2020,20:00,124.2,20.8,5.4,95.7,-0.7,161,21.1,2.8,93.2,,120.8,21,3,97.1,
07/02/2020,21:00,108.2,20.6,4.6,96.4,-0.5,203.6,20.7,0.9,94.7,,104.4,20.8,3,97,
07/02/2020,22:00,117.6,20.6,4.5,96.3,-0.7,154,21,3.2,92.8,,112,20.7,3.7,97.1,
07/02/2020,23:00,136.4,20.5,6.3,95.7,-0.7,156,20.8,4.3,92.5,,129.8,20.6,2.9,96.8,
07/02/2020,24:00,114.2,20.4,6.1,96.3,-0.6,103.8,20.3,5,94.2,,104.9,20.5,3.6,97.7,
08/02/2020,01:00,110.8,20.4,5.6,96.2,-0.6,108.6,20.5,5.2,93.8,,108.2,20.4,3.8,97,
08/02/2020,02:00,118.2,20.5,4.9,94.9,-0.6,101.5,20.7,6,92.2,,118.7,20.7,3.4,94.6,
08/02/2020,03:00,111,20.2,4.4,93.6,-1.3,91.1,20.4,5.5,90.2,,114.6,20.7,2.6,92.2,
08/02/2020,04:00,103.5,20,3.3,89,-1.6,78.4,20.4,3.9,87.8,,113.5,20.5,1.8,88.1,
08/02/2020,05:00,111.8,20.1,3.4,92.3,-1.7,91.4,20.1,2.8,90.4,,117.2,20.1,1.1,91.1,
08/02/2020,06:00,100.9,20,3,92.3,3.7,100.2,20,2.2,91.9,,123.1,19.9,1.1,95,
08/02/2020,07:00,109.2,19.3,2.6,93.7,34.7,80,19.8,2.2,89.4,,117.1,19.8,1.5,93.6,
08/02/2020,08:00,128.5,19.8,1.2,93,94.9,77.7,20.2,1.2,89.7,,144.7,20.6,1.2,87.7,
08/02/2020,09:00,116.6,21.1,2.9,91.4,208.8,105.7,21.6,3.4,87.6,,113,21.8,3.4,89.2,
08/02/2020,10:00,105.9,22.1,5.1,87.4,353,100.4,21.9,4.3,85.2,,106.6,22.6,4.2,86.9,
08/02/2020,11:00,103.5,21.7,4.6,89.9,432.6,106.5,21.5,4.3,86.2,,104,23.1,4.7,84.9,
08/02/2020,12:00,103.1,22,4.5,87.1,393.4,106.8,22.3,4.4,81.9,,100.4,23.6,5,75.1,
08/02/2020,13:00,105.3,22.9,4.9,80.8,505.7,110.5,22.8,4,78.4,,97.3,24.4,4.5,71.9,
08/02/2020,14:00,107.1,23.3,4.9,80.4,510.7,107.1,22.8,4.3,80.5,,99.7,23.5,4.7,80.4,
08/02/2020,15:00,121.7,22.3,5.3,83.9,254.8,151.2,21.7,3.3,85.8,,109.7,23.3,4.5,78.3,
08/02/2020,16:00,133.3,21.3,5.3,88.1,144.1,163.7,21.4,3.2,83.9,,123.3,22.2,2.9,87.4,
08/02/2020,17:00,136.8,20.8,5.7,90.4,62.2,164.4,21,3.3,87.1,,127,21.7,2.7,89.2,
08/02/2020,18:00,136.7,21.2,5.4,89.3,38.1,168.6,21.6,3.6,85.6,,127,21.3,2.7,93,
08/02/2020,19:00,135.5,21.3,4.8,90.5,4.2,155.5,21.6,3.9,86.1,,124.8,21.4,2.6,92,
08/02/2020,20:00,123.2,21.7,4.9,87.4,-2.2,119.9,22,6.5,82.9,,117.8,21.2,3.8,89.8,
08/02/2020,21:00,116.2,21.2,5.1,90.1,-1.2,113.7,21.3,5.2,87.4,,114,20.9,4.4,91.4,
08/02/2020,22:00,124.2,20.3,4.8,86.8,-1,118.5,21.1,6.3,83.3,,121.7,20.3,3.1,87.8,
08/02/2020,23:00,130.3,21.1,5.4,90.4,-2.1,122,21.5,7.5,86.2,,124.1,20.8,2.9,92.8,
08/02/2020,24:00,128.9,21.3,5.1,90.7,-1,123.6,21.4,6.4,87.6,,115.6,21,3.7,93.4,
09/02/2020,01:00,135.2,20.6,5.8,93.8,-0.7,123,21,6.7,89.4,,127.9,20.7,3,95.3,
09/02/2020,02:00,139.6,20.7,6.2,94,-1,127.4,21,6.4,90.4,,130.7,20.7,2.9,96,
09/02/2020,03:00,140.4,20.7,8.2,94.2,-0.6,134.5,20.7,7.2,92.3,,133.4,20.6,3.6,96.9,
09/02/2020,04:00,140.7,20.3,8.6,95.9,-0.6,121.2,20.4,6.6,94.5,,137.1,20.4,4,97.9,
09/02/2020,05:00,144.4,20.4,10.4,96.1,-0.7,120.1,20.4,7.6,95,,131.9,20.4,4.4,98.8,
09/02/2020,06:00,143,20.2,8.9,97.2,-0.5,122.2,20.3,7.6,96.6,,134.8,20.4,4,99,
09/02/2020,07:00,133.7,20.5,9.1,97.7,9.1,124.1,20.7,9.6,95.8,,120.5,20.6,4.6,99.1,
09/02/2020,08:00,116.4,21,6.9,97.1,35.9,110.1,21.1,6.6,94.3,,110.7,21.3,4.6,98.1,
09/02/2020,09:00,108.1,20.9,5.4,97.6,61.7,109.2,20.9,5,95.5,,106.2,21.4,4.1,97,
09/02/2020,10:00,109.4,20.6,3,98.4,78.5,97.9,20.4,3.8,96.6,,109.3,21.3,2.2,97.7,
09/02/2020,11:00,110.6,20.7,2.2,98.3,107.5,83.1,20.1,2.4,96.7,,103,21.3,2.3,96.6,
09/02/2020,12:00,114.7,20.3,3.1,98,145.3,116.6,20,2.9,96.9,,119.4,21.2,2,97.1,
09/02/2020,13:00,135.1,20.6,3.3,98.4,137.7,119.3,20.4,4.3,97.3,,162.5,21.2,1.3,97.9,
09/02/2020,14:00,85.5,21.2,4.3,97.4,164.3,75.8,21,5.4,94.5,,354.5,21.3,1.9,98.3,
09/02/2020,15:00,38.3,21.6,2,96.3,158.3,55.2,21.2,2.9,94,,36.2,21.9,2.2,94.1,
09/02/2020,16:00,79,21.9,2.9,95.1,137.3,63.9,21.1,3.6,93.3,,90.9,22.5,2.6,94.6,
09/02/2020,17:00,78.2,21.5,2.8,94.3,73.3,63.7,21,3.3,92.6,,81.6,22,3,92.9,
09/02/2020,18:00,89.9,21.6,2.9,95.4,27.3,80.2,21,3.2,94.4,,88.8,22.1,2.3,92.6,
09/02/2020,19:00,78.4,21.5,2.4,95.7,5.1,60.9,21.2,4.2,93,,90.4,21.9,2.9,94.3,
09/02/2020,20:00,77.7,21.8,2.9,94.5,-0.6,72.2,20.9,3.6,92.9,,79.5,22.1,3.1,93.4,
09/02/2020,21:00,91.6,21.4,4.7,95.7,-0.3,99.3,20.9,5.1,93.5,,91.4,22.1,3.5,94.9,
09/02/2020,22:00,101.4,21,3.9,96.7,-0.8,101.8,20.8,4.1,94.3,,103.9,21.9,2.7,95.3,
09/02/2020,23:00,118.5,20.9,1.9,97.6,-0.8,116,20.8,2.4,95.3,,120.9,21.8,1.3,95.8,
09/02/2020,24:00,176.3,21,0.4,97.9,-1,273.2,20.5,0.5,96,,176.2,21.1,1.1,97.2,
10/02/2020,01:00,208.5,21,0.4,98.4,-1.1,156.1,20.7,0.5,96.5,,177,20.9,0.8,98.6,
10/02/2020,02:00,191.1,20.7,0.3,98.7,-1.2,177.1,20.3,0.4,96.7,,143.6,20.8,0.6,99,
10/02/2020,03:00,137,20.3,0.6,99,-1.6,162.7,19.9,0.5,96.9,,145.3,20.5,0.6,99.4,
10/02/2020,04:00,94.3,20.3,1,99.3,-1.1,46.2,20.2,1.1,97.2,,114.7,20.4,1.1,99.6,
10/02/2020,05:00,92.4,20.3,1,99.5,-0.9,63.2,20.2,1.2,97.3,,140.8,20.3,0.4,99.8,
10/02/2020,06:00,108.4,20.2,0.8,99.6,4,308.9,19.9,0.5,97.4,,140.9,20.3,0.6,99.8,
10/02/2020,07:00,101.3,20.3,0.5,99.6,52.6,352.1,20.2,0.9,97.3,,67.6,20.4,0.2,99.9,
10/02/2020,08:00,139,20.6,0.8,99.6,110.5,34.7,20.4,0.6,97,,125.3,20.7,0.6,99.5,
10/02/2020,09:00,233.5,21.5,0.2,95.4,259.1,161,21.1,0.6,95,,332.3,21.5,0.5,94,
10/02/2020,10:00,147,23.6,0.5,83.9,544.8,142.3,22.8,0.9,86.6,,168.4,23.4,0.9,83.8,
10/02/2020,11:00,132.3,25.4,0.1,76.5,750.3,144.7,23.3,2.3,83.6,,326.7,24.7,0.6,78.2,
10/02/2020,12:00,0.8,27,0.6,72.1,781.3,144.7,23.8,2.5,81.5,,44.8,26,1.1,75.1,
10/02/2020,13:00,4.3,28.6,0.8,65.8,969.6,150.9,23.6,2.9,82.6,,26.5,27.3,1.2,69.7,
10/02/2020,14:00,115.9,27.9,3.2,68.4,844.4,145.7,22.1,3.6,87.6,,107.5,29.2,1.2,62.5,
10/02/2020,15:00,119.3,25.9,3.9,73.1,628.5,120,23.1,3.3,83.4,,135,28.3,2.1,67.9,
10/02/2020,16:00,68.9,23.2,2.1,84.7,45.3,54.7,22.9,2.8,83.4,,,,,,
10/02/2020,17:00,107.6,21.6,1.4,94.3,6.7,8.3,22.8,0.9,87.9,,,,,,
10/02/2020,18:00,352.5,22,1.5,96.6,18.6,25.7,22.1,1.6,90.3,,,,,,
10/02/2020,19:00,351,20.5,1.7,93.6,10.6,329.5,21.4,2.3,84.5,,351.1,20.7,2.4,89,
10/02/2020,20:00,22.5,19.9,0.8,93.2,-1.3,333.9,20.7,1.4,86.8,,19.4,20.7,1.6,87.6,
10/02/2020,21:00,97.3,19.8,0.7,94.2,-1.6,37.5,20.9,1.4,86.6,,120.7,20.3,1.2,92.7,
10/02/2020,22:00,113.9,20.1,0.3,94.5,-1.4,97.9,20.7,0.9,89.9,,115.4,20.3,1.1,94,
10/02/2020,23:00,143.6,20.2,0.7,95.5,-1.4,91.9,20.7,0.9,91.3,,132.6,20.4,1.1,94.7,
10/02/2020,24:00,161.1,20.3,1,95.6,-1.3,108.5,20.4,0.9,91.8,,137.2,20.5,0.9,93.6,
11/02/2020,01:00,144.3,20.1,1,96.3,-1.3,106.5,20.3,1.4,90.7,,155.4,20.5,0.8,94.9,
11/02/2020,02:00,175.1,20,0.7,95.9,-1.3,49.2,20.3,1.5,90.2,,169.8,20.3,0.9,95.1,
11/02/2020,03:00,227.4,19.7,0.4,96.9,-1.4,354.8,20,0.5,91.3,,192.5,20.1,0.7,95.6,
11/02/2020,04:00,200.2,19.3,0.6,97.8,-1.8,162.8,19.3,0.5,94.4,,158.6,19.7,0.9,96.8,
11/02/2020,05:00,196.2,18.9,0.3,98.5,-1.7,165,18.8,0.3,95.6,,222.8,19.1,0.4,98.3,
11/02/2020,06:00,202.5,18.7,0.2,98.9,9.7,301,18.6,0.8,96.1,,280.4,18.9,0.3,98.9,
11/02/2020,07:00,313.4,19.9,0.4,96.8,153.9,319.9,20.1,1.5,92.7,,327.1,19.5,1.2,98.1,
11/02/2020,08:00,336.3,22.1,1.4,86.9,366.4,322.4,22.2,2.5,81.8,,309.4,20.3,2,96,
11/02/2020,09:00,347.6,23.9,1.4,79.8,584.2,329.8,24.2,1.6,75.2,,306.8,22.6,1.9,84.9,
11/02/2020,10:00,15,25.8,0.9,72,786,353.6,25.8,1.5,69.4,,327,24.9,1.4,73.8,
11/02/2020,11:00,29.8,28,1.4,62.9,941.7,47.6,26.6,2.5,67,,48.5,27.3,1.2,65,
11/02/2020,12:00,15.1,29.1,1,58.2,1036.6,65.5,26.6,2.6,66.7,,41.9,28.6,1.7,57.8,
11/02/2020,13:00,89.9,29,3.1,59.7,737.6,86,26.7,3.2,64.7,,85.5,30.2,1.8,50.3,
11/02/2020,14:00,111.4,26.4,5,69.2,769.5,82.6,24.2,3.9,78,,113.5,29.5,3.3,58.9,
11/02/2020,15:00,107.2,26.9,4.4,71.2,854.4,72.8,24.9,3.9,77.7,,112.8,29.9,3.3,51.9,
11/02/2020,16:00,115.2,26.8,4.3,73.1,668.1,78.4,24.8,4.1,76.5,,112,29.9,3.1,55.8,
11/02/2020,17:00,111.4,26.5,3.8,74.3,459.5,81,24.4,3.9,77.8,,94.1,28.6,3.7,65.7,
11/02/2020,18:00,92.1,26.1,3.7,73.3,171,77.8,23.8,3.1,79.8,,88.5,27.1,3.7,69.8,
11/02/2020,19:00,100.8,24.2,3.1,79.7,15.7,76.2,23.1,3.3,83.5,,78.6,25.9,3.8,72.4,
11/02/2020,20:00,97,23.8,2.7,84.6,-1.5,75.4,22.8,2.3,86.1,,82.2,24.5,2.5,81.1,
11/02/2020,21:00,101.5,23.1,1.3,88.5,-1.7,68.5,22.9,2,86.1,,107.5,24,1.3,84,
11/02/2020,22:00,77.9,23.2,0.6,88.6,-1.9,61.1,23,2,86.6,,95.5,23.9,1.4,85.1,
11/02/2020,23:00,118.3,22.6,1.1,91.1,-2.4,61.9,22.3,1.7,88.9,,113.4,23.1,1.7,89.1,
11/02/2020,24:00,131.3,21.9,0.9,93.6,-2.2,77.2,22.5,1.5,89.1,,154.7,22.7,0.7,91.8,
12/02/2020,01:00,136,21.5,0.7,95.4,-2.1,53,21.7,1.2,91.6,,163.3,21.9,0.9,95.2,
12/02/2020,02:00,151.3,21.3,0.3,96.3,-2,80,21.2,0.3,93.2,,144.2,21.6,0.8,95.9,
12/02/2020,03:00,257.8,20.9,0.3,97,-1.9,276,20.7,0.2,94.6,,64.4,21.6,0.2,94.2,
12/02/2020,04:00,195.2,20.5,0.6,97.7,-1.9,221.5,20.7,0.2,95.2,,140,21.8,0.2,92.2,
12/02/2020,05:00,192.7,20.5,0.5,98.1,-1.9,149,20.6,0.8,94.8,,155.3,20.8,0.7,96.9,
12/02/2020,06:00,223,20.7,0.7,97.8,2.1,163.8,21.2,0.8,94.2,,211.9,20.9,1,96.4,
12/02/2020,07:00,207.1,21.5,1,96.2,60.5,146.8,21.7,1.1,92.3,,168.1,21.6,1.4,94.7,
12/02/2020,08:00,199.7,22.7,1,92.3,115.6,128.3,22.3,0.1,92.4,,164.1,22.7,1.4,92.7,
12/02/2020,09:00,213.4,23.4,1.8,89.3,264.7,163.7,23.6,1.4,86,,175.3,23.6,2,89.3,
12/02/2020,10:00,201.7,24.5,1.2,84.2,294.7,145.7,22.3,2.5,88.5,,178.2,24.7,1.7,83.2,
12/02/2020,11:00,156.2,25.5,2,79.7,496.9,154.6,23.6,2.4,84.5,,147.9,26.5,1.7,74.6,
12/02/2020,12:00,163.3,26.2,2.1,75.2,386.4,165.5,23.7,2.2,84,,139.4,27.1,1.5,71,
12/02/2020,13:00,142.8,25.8,3.4,76.8,374.9,150.5,22.7,3.8,87.6,,133.4,27.4,1.8,70.8,
12/02/2020,14:00,138,25,4.3,81,677.5,149.3,23.4,2.8,86.3,,135.6,26.7,2.3,74.9,
12/02/2020,15:00,133.3,25.1,4.1,80.3,616,131.7,23.8,3.8,84.6,,128.4,26.7,2.4,74.3,
